time,x0,x1,x2,x3,xstar0,xstar1,xstar2,xstar3,xdot0,xdot1,xdot2,xdot3,dx0,dx1,dx2,dx3,u0,u1,u2,ustar0,ustar1,ustar2,du0,du1,du2,z0,z1,z2,solve_time,command_v0,command_v1,gurobiSolveTime_
0.00000,0.55000,-0.35000,0.00000,4.71239,0.50000,-0.30000,-0.46365,4.71239,0.00000,0.00000,0.00000,0.00000,0.55000,-0.35000,0.00000,4.71239,0.00000,0.00000,0.00000,21.17194,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
0.00200,0.55000,-0.35000,0.00000,4.71239,0.50005,-0.29990,-0.46365,4.71239,0.00000,0.00000,0.00000,0.00000,0.05000,-0.05000,0.46365,0.00000,21.17194,-0.00000,0.00000,21.17194,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
0.00400,0.55000,-0.34998,-0.00000,4.71239,0.50010,-0.29980,-0.46365,4.71239,0.00000,0.01059,-0.00000,0.00000,0.04995,-0.05008,0.46365,0.00000,21.17194,-0.00000,0.00000,21.17194,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05511,0.00000,
0.00600,0.55000,-0.34994,-0.00000,4.71239,0.50015,-0.29970,-0.46365,4.71239,0.00000,0.01914,-0.00000,0.00000,0.04990,-0.05014,0.46365,0.00000,21.17194,-0.00000,0.00000,21.17194,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05511,0.00000,
0.00800,0.55000,-0.34989,-0.00000,4.71239,0.50020,-0.29961,-0.46365,4.71239,0.00000,0.02605,-0.00000,0.00000,0.04985,-0.05018,0.46365,0.00000,21.17194,-0.00000,0.00000,21.17194,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05511,0.00000,
0.01000,0.55000,-0.34983,-0.00000,4.71239,0.50025,-0.29951,-0.46365,4.71239,0.00000,0.03163,-0.00000,0.00000,0.04980,-0.05022,0.46365,0.00000,21.17194,-0.00000,0.00000,21.17194,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05511,0.00000,
0.01200,0.55000,-0.34975,-0.00000,4.71239,0.50030,-0.29941,-0.46365,4.71239,0.00000,0.03614,-0.00000,0.00000,0.04975,-0.05024,0.46365,0.00000,21.17194,-0.00000,0.00000,21.17194,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05511,0.00000,
0.01400,0.55000,-0.34967,-0.00000,4.71239,0.50034,-0.29931,-0.46365,4.71239,0.00000,0.03979,-0.00000,0.00000,0.04970,-0.05026,0.46365,0.00000,21.17194,-0.00000,0.00000,21.17194,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05511,0.00000,
0.01600,0.55000,-0.34959,-0.00000,4.71239,0.50039,-0.29921,-0.46365,4.71239,0.00000,0.04273,-0.00000,0.00000,0.04966,-0.05028,0.46365,0.00000,21.17194,-0.00000,0.00000,21.17194,-0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05511,0.00000,
0.01800,0.55000,-0.34950,-0.00000,4.71239,0.50044,-0.29911,-0.46365,4.71239,0.00000,0.04511,-0.00000,0.00000,0.04961,-0.05028,0.46365,0.00000,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,0.00000,0.05511,0.01204,
0.02000,0.55000,-0.34939,-0.00004,4.70839,0.50049,-0.29902,-0.46365,4.71239,-0.00150,0.05203,-0.02160,-2.00000,0.04955,-0.05028,0.46360,-0.00400,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.16988,0.08120,0.01204,
0.02200,0.54999,-0.34928,-0.00013,4.70439,0.50054,-0.29892,-0.46365,4.71239,-0.00272,0.05782,-0.04114,-2.00000,0.04950,-0.05026,0.46352,-0.00800,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17036,0.08126,0.01204,
0.02400,0.54998,-0.34915,-0.00024,4.70039,0.50059,-0.29882,-0.46365,4.71239,-0.00376,0.06363,-0.05947,-2.00000,0.04944,-0.05023,0.46340,-0.01200,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17085,0.08134,0.01204,
0.02600,0.54997,-0.34901,-0.00040,4.69639,0.50064,-0.29872,-0.46365,4.71239,-0.00468,0.06945,-0.07712,-2.00000,0.04938,-0.05019,0.46325,-0.01600,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17133,0.08143,0.01204,
0.02800,0.54996,-0.34886,-0.00059,4.69239,0.50069,-0.29862,-0.46365,4.71239,-0.00551,0.07528,-0.09443,-2.00000,0.04932,-0.05014,0.46306,-0.02000,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17182,0.08152,0.01204,
0.03000,0.54995,-0.34870,-0.00081,4.68839,0.50074,-0.29852,-0.46365,4.71239,-0.00629,0.08112,-0.11162,-2.00000,0.04926,-0.05008,0.46284,-0.02400,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17231,0.08163,0.01204,
0.03200,0.54994,-0.34853,-0.00107,4.68439,0.50079,-0.29843,-0.46365,4.71239,-0.00702,0.08697,-0.12886,-2.00000,0.04920,-0.05000,0.46258,-0.02800,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17280,0.08175,0.01204,
0.03400,0.54992,-0.34834,-0.00136,4.68039,0.50084,-0.29833,-0.46365,4.71239,-0.00772,0.09283,-0.14626,-2.00000,0.04913,-0.04991,0.46229,-0.03200,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17330,0.08187,0.01204,
0.03600,0.54990,-0.34814,-0.00169,4.67639,0.50089,-0.29823,-0.46365,4.71239,-0.00839,0.09870,-0.16390,-2.00000,0.04907,-0.04981,0.46196,-0.03600,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17379,0.08201,0.01204,
0.03800,0.54989,-0.34793,-0.00205,4.67239,0.50093,-0.29813,-0.46365,4.71239,-0.00904,0.10457,-0.18184,-2.00000,0.04900,-0.04970,0.46160,-0.04000,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17429,0.08216,0.01204,
0.04000,0.54987,-0.34771,-0.00245,4.66839,0.50098,-0.29803,-0.46365,4.71239,-0.00967,0.11045,-0.20014,-2.00000,0.04893,-0.04958,0.46119,-0.04400,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17479,0.08232,0.01204,
0.04200,0.54985,-0.34748,-0.00289,4.66439,0.50103,-0.29793,-0.46365,4.71239,-0.01028,0.11634,-0.21883,-2.00000,0.04886,-0.04945,0.46076,-0.04800,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17529,0.08248,0.01204,
0.04400,0.54983,-0.34723,-0.00337,4.66039,0.50108,-0.29784,-0.46365,4.71239,-0.01088,0.12223,-0.23794,-2.00000,0.04879,-0.04930,0.46028,-0.05200,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17580,0.08266,0.01204,
0.04600,0.54980,-0.34698,-0.00388,4.65639,0.50113,-0.29774,-0.46365,4.71239,-0.01146,0.12813,-0.25749,-2.00000,0.04872,-0.04914,0.45977,-0.05600,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17630,0.08286,0.01204,
0.04800,0.54978,-0.34671,-0.00444,4.65239,0.50118,-0.29764,-0.46365,4.71239,-0.01204,0.13404,-0.27750,-2.00000,0.04865,-0.04897,0.45921,-0.06000,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17681,0.08306,0.01204,
0.05000,0.54975,-0.34643,-0.00503,4.64839,0.50123,-0.29754,-0.46365,4.71239,-0.01260,0.13994,-0.29800,-2.00000,0.04857,-0.04879,0.45862,-0.06400,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17732,0.08327,0.01204,
0.05200,0.54973,-0.34614,-0.00567,4.64439,0.50128,-0.29744,-0.46365,4.71239,-0.01315,0.14586,-0.31898,-2.00000,0.04850,-0.04860,0.45798,-0.06800,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17783,0.08350,0.01204,
0.05400,0.54970,-0.34584,-0.00635,4.64039,0.50133,-0.29734,-0.46365,4.71239,-0.01369,0.15178,-0.34047,-2.00000,0.04842,-0.04839,0.45730,-0.07200,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17834,0.08374,0.01204,
0.05600,0.54967,-0.34552,-0.00708,4.63639,0.50138,-0.29725,-0.46365,4.71239,-0.01422,0.15771,-0.36248,-2.00000,0.04834,-0.04818,0.45657,-0.07600,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17885,0.08399,0.01204,
0.05800,0.54964,-0.34519,-0.00785,4.63239,0.50143,-0.29715,-0.46365,4.71239,-0.01473,0.16364,-0.38500,-2.00000,0.04826,-0.04795,0.45580,-0.08000,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17936,0.08426,0.01204,
0.06000,0.54961,-0.34485,-0.00866,4.62839,0.50148,-0.29705,-0.46365,4.71239,-0.01524,0.16957,-0.40805,-2.00000,0.04818,-0.04771,0.45499,-0.08400,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.17988,0.08453,0.01204,
0.06200,0.54958,-0.34450,-0.00953,4.62439,0.50152,-0.29695,-0.46365,4.71239,-0.01574,0.17552,-0.43164,-2.00000,0.04810,-0.04745,0.45412,-0.08800,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.18039,0.08483,0.01204,
0.06400,0.54955,-0.34414,-0.01044,4.62039,0.50157,-0.29685,-0.46365,4.71239,-0.01623,0.18146,-0.45577,-2.00000,0.04802,-0.04719,0.45321,-0.09200,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.18091,0.08513,0.01204,
0.06600,0.54951,-0.34376,-0.01140,4.61639,0.50162,-0.29675,-0.46365,4.71239,-0.01670,0.18742,-0.48045,-2.00000,0.04794,-0.04691,0.45225,-0.09600,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.18142,0.08545,0.01204,
0.06800,0.54948,-0.34338,-0.01241,4.61239,0.50167,-0.29665,-0.46365,4.71239,-0.01716,0.19338,-0.50567,-2.00000,0.04786,-0.04662,0.45124,-0.10000,31.17194,3.00000,-2.00000,21.17194,-0.00000,0.00000,10.00000,3.00000,-2.00000,0.00000,1.00000,0.00000,0.01434,-0.18194,0.08578,0.01204,
0.07000,0.54944,-0.34298,-0.01347,4.60839,0.50172,-0.29656,-0.46365,4.71239,-0.01761,0.19934,-0.53145,-2.00000,0.04777,-0.04632,0.45018,-0.10400,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,-0.18246,0.08613,0.04946,
0.07200,0.54942,-0.34258,-0.01444,4.61239,0.50177,-0.29646,-0.46365,4.71239,-0.01370,0.19943,-0.48525,2.00000,0.04769,-0.04602,0.44920,-0.10000,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18251,0.04669,0.04946,
0.07400,0.54940,-0.34218,-0.01532,4.61639,0.50182,-0.29636,-0.46365,4.71239,-0.00997,0.19948,-0.44006,2.00000,0.04763,-0.04572,0.44832,-0.09600,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18274,0.04655,0.04946,
0.07600,0.54938,-0.34178,-0.01611,4.62039,0.50187,-0.29626,-0.46365,4.71239,-0.00641,0.19950,-0.39585,2.00000,0.04756,-0.04542,0.44753,-0.09200,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18297,0.04644,0.04946,
0.07800,0.54938,-0.34138,-0.01682,4.62439,0.50192,-0.29616,-0.46365,4.71239,-0.00301,0.19949,-0.35261,2.00000,0.04751,-0.04512,0.44683,-0.08800,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18320,0.04634,0.04946,
0.08000,0.54938,-0.34098,-0.01744,4.62839,0.50197,-0.29606,-0.46365,4.71239,0.00023,0.19946,-0.31031,2.00000,0.04746,-0.04482,0.44621,-0.08400,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18343,0.04627,0.04946,
0.08200,0.54938,-0.34059,-0.01798,4.63239,0.50202,-0.29597,-0.46365,4.71239,0.00332,0.19942,-0.26892,2.00000,0.04742,-0.04452,0.44567,-0.08000,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18366,0.04620,0.04946,
0.08400,0.54940,-0.34019,-0.01844,4.63639,0.50207,-0.29587,-0.46365,4.71239,0.00626,0.19936,-0.22843,2.00000,0.04738,-0.04422,0.44521,-0.07600,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18389,0.04616,0.04946,
0.08600,0.54942,-0.33979,-0.01881,4.64039,0.50212,-0.29577,-0.46365,4.71239,0.00906,0.19930,-0.18882,2.00000,0.04735,-0.04392,0.44483,-0.07200,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18412,0.04613,0.04946,
0.08800,0.54944,-0.33939,-0.01911,4.64439,0.50216,-0.29567,-0.46365,4.71239,0.01173,0.19923,-0.15004,2.00000,0.04732,-0.04362,0.44453,-0.06800,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18435,0.04612,0.04946,
0.09000,0.54947,-0.33899,-0.01934,4.64839,0.50221,-0.29557,-0.46365,4.71239,0.01427,0.19916,-0.11208,2.00000,0.04730,-0.04332,0.44431,-0.06400,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18459,0.04613,0.04946,
0.09200,0.54950,-0.33859,-0.01949,4.65239,0.50226,-0.29547,-0.46365,4.71239,0.01669,0.19910,-0.07492,2.00000,0.04729,-0.04302,0.44416,-0.06000,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18482,0.04615,0.04946,
0.09400,0.54954,-0.33820,-0.01956,4.65639,0.50231,-0.29538,-0.46365,4.71239,0.01899,0.19904,-0.03851,2.00000,0.04728,-0.04272,0.44408,-0.05600,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18506,0.04619,0.04946,
0.09600,0.54958,-0.33780,-0.01957,4.66039,0.50236,-0.29528,-0.46365,4.71239,0.02118,0.19899,-0.00284,2.00000,0.04727,-0.04242,0.44408,-0.05200,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18530,0.04624,0.04946,
0.09800,0.54963,-0.33740,-0.01951,4.66439,0.50241,-0.29518,-0.46365,4.71239,0.02326,0.19895,0.03212,2.00000,0.04727,-0.04212,0.44414,-0.04800,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18554,0.04631,0.04946,
0.10000,0.54968,-0.33700,-0.01937,4.66839,0.50246,-0.29508,-0.46365,4.71239,0.02524,0.19892,0.06640,2.00000,0.04727,-0.04182,0.44428,-0.04400,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18578,0.04639,0.04946,
0.10200,0.54973,-0.33660,-0.01917,4.67239,0.50251,-0.29498,-0.46365,4.71239,0.02712,0.19890,0.10002,2.00000,0.04727,-0.04152,0.44448,-0.04000,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18603,0.04649,0.04946,
0.10400,0.54979,-0.33621,-0.01891,4.67639,0.50256,-0.29488,-0.46365,4.71239,0.02892,0.19890,0.13302,2.00000,0.04728,-0.04122,0.44474,-0.03600,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18627,0.04660,0.04946,
0.10600,0.54985,-0.33581,-0.01858,4.68039,0.50261,-0.29479,-0.46365,4.71239,0.03062,0.19892,0.16542,2.00000,0.04729,-0.04092,0.44507,-0.03200,19.52615,-5.85785,2.00000,21.17194,-0.00000,0.00000,-1.64579,-5.85785,2.00000,0.00000,0.00000,1.00000,0.05050,0.18652,0.04672,0.04946,
0.10800,0.54992,-0.33541,-0.01818,4.68439,0.50266,-0.29469,-0.46365,4.71239,0.03224,0.19895,0.19724,2.00000,0.04731,-0.04062,0.44547,-0.02800,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.18677,0.04687,0.03683,
0.11000,0.54998,-0.33501,-0.01771,4.68839,0.50271,-0.29459,-0.46365,4.71239,0.03432,0.20070,0.23520,2.00000,0.04733,-0.04032,0.44594,-0.02400,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19348,0.05572,0.03683,
0.11200,0.55006,-0.33460,-0.01717,4.69239,0.50275,-0.29449,-0.46365,4.71239,0.03632,0.20247,0.27258,2.00000,0.04735,-0.04002,0.44648,-0.02000,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19378,0.05591,0.03683,
0.11400,0.55013,-0.33420,-0.01655,4.69639,0.50280,-0.29439,-0.46365,4.71239,0.03823,0.20427,0.30941,2.00000,0.04738,-0.03971,0.44710,-0.01600,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19408,0.05611,0.03683,
0.11600,0.55021,-0.33378,-0.01586,4.70039,0.50285,-0.29429,-0.46365,4.71239,0.04007,0.20609,0.34575,2.00000,0.04741,-0.03939,0.44779,-0.01200,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19438,0.05634,0.03683,
0.11800,0.55030,-0.33337,-0.01509,4.70439,0.50290,-0.29420,-0.46365,4.71239,0.04183,0.20794,0.38164,2.00000,0.04744,-0.03907,0.44856,-0.00800,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19468,0.05658,0.03683,
0.12000,0.55038,-0.33295,-0.01426,4.70839,0.50295,-0.29410,-0.46365,4.71239,0.04352,0.20980,0.41712,2.00000,0.04748,-0.03875,0.44939,-0.00400,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19498,0.05684,0.03683,
0.12200,0.55047,-0.33252,-0.01335,4.71239,0.50300,-0.29400,-0.46365,4.71239,0.04515,0.21170,0.45223,2.00000,0.04752,-0.03843,0.45029,0.00000,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19529,0.05712,0.03683,
0.12400,0.55057,-0.33210,-0.01238,4.71639,0.50305,-0.29390,-0.46365,4.71239,0.04672,0.21362,0.48700,2.00000,0.04757,-0.03810,0.45127,0.00400,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19559,0.05741,0.03683,
0.12600,0.55066,-0.33167,-0.01134,4.72039,0.50310,-0.29380,-0.46365,4.71239,0.04823,0.21556,0.52148,2.00000,0.04761,-0.03777,0.45231,0.00800,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19589,0.05772,0.03683,
0.12800,0.55076,-0.33123,-0.01022,4.72439,0.50315,-0.29370,-0.46365,4.71239,0.04968,0.21753,0.55570,2.00000,0.04767,-0.03743,0.45342,0.01200,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19620,0.05805,0.03683,
0.13000,0.55087,-0.33079,-0.00905,4.72839,0.50320,-0.29360,-0.46365,4.71239,0.05108,0.21952,0.58968,2.00000,0.04772,-0.03709,0.45460,0.01600,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19650,0.05839,0.03683,
0.13200,0.55097,-0.33035,-0.00780,4.73239,0.50325,-0.29351,-0.46365,4.71239,0.05244,0.22153,0.62346,2.00000,0.04777,-0.03674,0.45585,0.02000,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19680,0.05875,0.03683,
0.13400,0.55108,-0.32990,-0.00648,4.73639,0.50330,-0.29341,-0.46365,4.71239,0.05374,0.22357,0.65706,2.00000,0.04783,-0.03640,0.45716,0.02400,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19711,0.05913,0.03683,
0.13600,0.55119,-0.32945,-0.00510,4.74039,0.50335,-0.29331,-0.46365,4.71239,0.05500,0.22564,0.69051,2.00000,0.04789,-0.03604,0.45854,0.02800,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19741,0.05953,0.03683,
0.13800,0.55130,-0.32899,-0.00366,4.74439,0.50339,-0.29321,-0.46365,4.71239,0.05622,0.22773,0.72383,2.00000,0.04796,-0.03569,0.45999,0.03200,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19772,0.05994,0.03683,
0.14000,0.55142,-0.32854,-0.00214,4.74839,0.50344,-0.29311,-0.46365,4.71239,0.05739,0.22984,0.75706,2.00000,0.04802,-0.03532,0.46151,0.03600,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19802,0.06037,0.03683,
0.14200,0.55153,-0.32807,-0.00056,4.75239,0.50349,-0.29301,-0.46365,4.71239,0.05853,0.23197,0.79020,2.00000,0.04809,-0.03496,0.46309,0.04000,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19833,0.06082,0.03683,
0.14400,0.55165,-0.32760,0.00109,4.75639,0.50354,-0.29292,-0.46365,4.71239,0.05963,0.23413,0.82328,2.00000,0.04816,-0.03459,0.46473,0.04400,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19863,0.06128,0.03683,
0.14600,0.55177,-0.32713,0.00280,4.76039,0.50359,-0.29282,-0.46365,4.71239,0.06069,0.23631,0.85633,2.00000,0.04823,-0.03421,0.46645,0.04800,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19894,0.06176,0.03683,
0.14800,0.55190,-0.32665,0.00458,4.76439,0.50364,-0.29272,-0.46365,4.71239,0.06172,0.23851,0.88935,2.00000,0.04831,-0.03384,0.46822,0.05200,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19924,0.06226,0.03683,
0.15000,0.55202,-0.32617,0.00642,4.76839,0.50369,-0.29262,-0.46365,4.71239,0.06271,0.24074,0.92237,2.00000,0.04838,-0.03345,0.47007,0.05600,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19955,0.06277,0.03683,
0.15200,0.55215,-0.32569,0.00833,4.77239,0.50374,-0.29252,-0.46365,4.71239,0.06367,0.24298,0.95541,2.00000,0.04846,-0.03306,0.47198,0.06000,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.19985,0.06331,0.03683,
0.15400,0.55228,-0.32520,0.01031,4.77639,0.50379,-0.29242,-0.46365,4.71239,0.06459,0.24525,0.98848,2.00000,0.04854,-0.03267,0.47396,0.06400,22.94226,-6.88268,2.00000,21.17194,-0.00000,0.00000,1.77032,-6.88268,2.00000,0.00000,0.00000,1.00000,0.03788,0.20015,0.06386,0.03683,
