time,x0,x1,x2,x3,xstar0,xstar1,xstar2,xstar3,xdot0,xdot1,xdot2,xdot3,dx0,dx1,dx2,dx3,u0,u1,u2,ustar0,ustar1,ustar2,du0,du1,du2,z0,z1,z2,solve_time,command_v0,command_v1,gurobiSolveTime_
3.31400,0.58403,-0.13229,-0.47430,4.78245,0.58151,-0.13697,-0.46365,4.71239,0.04378,0.04516,0.39295,2.00000,0.00256,0.00479,-0.01066,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.19298,-0.04319,0.02677,
3.31600,0.58411,-0.13219,-0.47358,4.78245,0.58156,-0.13687,-0.46365,4.71239,0.04206,0.04728,0.36370,0.00000,0.00260,0.00478,-0.00993,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03027,0.04267,0.02677,
3.31800,0.58419,-0.13209,-0.47290,4.78245,0.58161,-0.13678,-0.46365,4.71239,0.04057,0.04908,0.33741,0.00000,0.00263,0.00478,-0.00925,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03025,0.04269,0.02677,
3.32000,0.58427,-0.13199,-0.47227,4.78245,0.58166,-0.13668,-0.46365,4.71239,0.03927,0.05059,0.31382,0.00000,0.00266,0.00478,-0.00863,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03022,0.04270,0.02677,
3.32200,0.58435,-0.13189,-0.47169,4.78245,0.58171,-0.13658,-0.46365,4.71239,0.03814,0.05188,0.29271,0.00000,0.00269,0.00479,-0.00804,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03019,0.04272,0.02677,
3.32400,0.58442,-0.13178,-0.47114,4.78245,0.58176,-0.13648,-0.46365,4.71239,0.03718,0.05298,0.27383,0.00000,0.00271,0.00480,-0.00749,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03017,0.04274,0.02677,
3.32600,0.58449,-0.13167,-0.47063,4.78245,0.58181,-0.13638,-0.46365,4.71239,0.03635,0.05393,0.25698,0.00000,0.00273,0.00481,-0.00698,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03015,0.04275,0.02677,
3.32800,0.58457,-0.13156,-0.47014,4.78245,0.58186,-0.13628,-0.46365,4.71239,0.03565,0.05474,0.24194,0.00000,0.00276,0.00482,-0.00649,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03013,0.04277,0.02677,
3.33000,0.58464,-0.13145,-0.46969,4.78245,0.58191,-0.13619,-0.46365,4.71239,0.03505,0.05545,0.22853,0.00000,0.00278,0.00483,-0.00604,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03011,0.04278,0.02677,
3.33200,0.58470,-0.13134,-0.46925,4.78245,0.58196,-0.13609,-0.46365,4.71239,0.03454,0.05606,0.21658,0.00000,0.00280,0.00484,-0.00560,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03009,0.04280,0.02677,
3.33400,0.58477,-0.13123,-0.46884,4.78245,0.58201,-0.13599,-0.46365,4.71239,0.03410,0.05660,0.20593,0.00000,0.00282,0.00486,-0.00519,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03007,0.04281,0.02677,
3.33600,0.58484,-0.13111,-0.46845,4.78245,0.58205,-0.13589,-0.46365,4.71239,0.03374,0.05707,0.19645,0.00000,0.00283,0.00488,-0.00480,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03005,0.04282,0.02677,
3.33800,0.58491,-0.13100,-0.46807,4.78245,0.58210,-0.13579,-0.46365,4.71239,0.03343,0.05749,0.18800,0.00000,0.00285,0.00489,-0.00442,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03004,0.04283,0.02677,
3.34000,0.58497,-0.13088,-0.46771,4.78245,0.58215,-0.13569,-0.46365,4.71239,0.03317,0.05787,0.18048,0.00000,0.00287,0.00491,-0.00406,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03002,0.04284,0.02677,
3.34200,0.58504,-0.13077,-0.46736,4.78245,0.58220,-0.13560,-0.46365,4.71239,0.03295,0.05820,0.17379,0.00000,0.00289,0.00493,-0.00372,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.03001,0.04285,0.02677,
3.34400,0.58510,-0.13065,-0.46703,4.78245,0.58225,-0.13550,-0.46365,4.71239,0.03277,0.05851,0.16783,0.00000,0.00290,0.00495,-0.00338,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.02999,0.04286,0.02677,
3.34600,0.58517,-0.13053,-0.46670,4.78245,0.58230,-0.13540,-0.46365,4.71239,0.03263,0.05878,0.16254,0.00000,0.00292,0.00496,-0.00305,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.02998,0.04287,0.02677,
3.34800,0.58523,-0.13041,-0.46639,4.78245,0.58235,-0.13530,-0.46365,4.71239,0.03250,0.05904,0.15782,0.00000,0.00293,0.00498,-0.00274,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.02997,0.04288,0.02677,
3.35000,0.58530,-0.13030,-0.46608,4.78245,0.58240,-0.13520,-0.46365,4.71239,0.03241,0.05927,0.15364,0.00000,0.00295,0.00500,-0.00243,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.02995,0.04289,0.02677,
3.35200,0.58536,-0.13018,-0.46578,4.78245,0.58245,-0.13510,-0.46365,4.71239,0.03233,0.05948,0.14991,0.00000,0.00297,0.00503,-0.00213,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.02994,0.04290,0.02677,
3.35400,0.58543,-0.13006,-0.46549,4.78245,0.58250,-0.13501,-0.46365,4.71239,0.03226,0.05968,0.14661,0.00000,0.00298,0.00505,-0.00184,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.02993,0.04291,0.02677,
3.35600,0.58549,-0.12994,-0.46520,4.78245,0.58255,-0.13491,-0.46365,4.71239,0.03222,0.05987,0.14367,0.00000,0.00300,0.00507,-0.00155,0.07006,19.71196,-0.33093,0.00000,21.17194,-0.00000,0.00000,-1.45998,-0.33093,0.00000,1.00000,-0.00000,-0.00000,0.02778,0.02992,0.04292,0.02677,
3.35800,0.58556,-0.12982,-0.46492,4.78245,0.58260,-0.13481,-0.46365,4.71239,0.03218,0.06005,0.14107,0.00000,0.00301,0.00509,-0.00127,0.07006,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,0.02990,0.04293,0.04196,
3.36000,0.58562,-0.12970,-0.46472,4.77950,0.58265,-0.13471,-0.46365,4.71239,0.02921,0.06073,0.09664,-1.47496,0.00302,0.00511,-0.00108,0.06711,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10586,0.10427,0.04196,
3.36200,0.58567,-0.12957,-0.46461,4.77655,0.58269,-0.13461,-0.46365,4.71239,0.02660,0.06119,0.05628,-1.47496,0.00302,0.00514,-0.00096,0.06416,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10600,0.10436,0.04196,
3.36400,0.58572,-0.12945,-0.46457,4.77360,0.58274,-0.13451,-0.46365,4.71239,0.02432,0.06147,0.01972,-1.47496,0.00302,0.00516,-0.00092,0.06121,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10614,0.10446,0.04196,
3.36600,0.58576,-0.12933,-0.46460,4.77065,0.58279,-0.13441,-0.46365,4.71239,0.02233,0.06161,-0.01334,-1.47496,0.00302,0.00519,-0.00095,0.05826,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10627,0.10457,0.04196,
3.36800,0.58580,-0.12920,-0.46468,4.76770,0.58284,-0.13432,-0.46365,4.71239,0.02061,0.06166,-0.04321,-1.47496,0.00301,0.00521,-0.00104,0.05531,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10639,0.10469,0.04196,
3.37000,0.58584,-0.12908,-0.46483,4.76475,0.58289,-0.13422,-0.46365,4.71239,0.01913,0.06162,-0.07017,-1.47496,0.00300,0.00524,-0.00118,0.05236,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10651,0.10482,0.04196,
3.37200,0.58588,-0.12896,-0.46501,4.76180,0.58294,-0.13412,-0.46365,4.71239,0.01785,0.06154,-0.09452,-1.47496,0.00299,0.00526,-0.00137,0.04941,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10663,0.10495,0.04196,
3.37400,0.58591,-0.12883,-0.46525,4.75885,0.58299,-0.13402,-0.46365,4.71239,0.01675,0.06142,-0.11652,-1.47496,0.00297,0.00528,-0.00160,0.04646,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10674,0.10509,0.04196,
3.37600,0.58594,-0.12871,-0.46552,4.75590,0.58304,-0.13392,-0.46365,4.71239,0.01581,0.06128,-0.13640,-1.47496,0.00295,0.00531,-0.00187,0.04351,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10685,0.10524,0.04196,
3.37800,0.58597,-0.12859,-0.46583,4.75295,0.58309,-0.13382,-0.46365,4.71239,0.01501,0.06113,-0.15440,-1.47496,0.00293,0.00533,-0.00218,0.04056,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10696,0.10539,0.04196,
3.38000,0.58600,-0.12847,-0.46617,4.75000,0.58314,-0.13373,-0.46365,4.71239,0.01433,0.06097,-0.17072,-1.47496,0.00291,0.00536,-0.00252,0.03761,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10706,0.10555,0.04196,
3.38200,0.58603,-0.12835,-0.46654,4.74705,0.58319,-0.13363,-0.46365,4.71239,0.01375,0.06082,-0.18555,-1.47496,0.00289,0.00538,-0.00289,0.03466,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10716,0.10571,0.04196,
3.38400,0.58606,-0.12823,-0.46694,4.74410,0.58324,-0.13353,-0.46365,4.71239,0.01326,0.06067,-0.19906,-1.47496,0.00287,0.00540,-0.00329,0.03171,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10726,0.10588,0.04196,
3.38600,0.58608,-0.12810,-0.46736,4.74115,0.58328,-0.13343,-0.46365,4.71239,0.01285,0.06052,-0.21140,-1.47496,0.00285,0.00543,-0.00371,0.02876,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10736,0.10605,0.04196,
3.38800,0.58611,-0.12798,-0.46781,4.73820,0.58333,-0.13333,-0.46365,4.71239,0.01250,0.06039,-0.22271,-1.47496,0.00282,0.00545,-0.00416,0.02581,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10746,0.10623,0.04196,
3.39000,0.58613,-0.12786,-0.46827,4.73525,0.58338,-0.13323,-0.46365,4.71239,0.01221,0.06028,-0.23310,-1.47496,0.00280,0.00547,-0.00463,0.02286,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10756,0.10641,0.04196,
3.39200,0.58615,-0.12774,-0.46876,4.73230,0.58343,-0.13314,-0.46365,4.71239,0.01197,0.06017,-0.24269,-1.47496,0.00277,0.00549,-0.00511,0.01991,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10765,0.10660,0.04196,
3.39400,0.58618,-0.12762,-0.46926,4.72935,0.58348,-0.13304,-0.46365,4.71239,0.01177,0.06008,-0.25158,-1.47496,0.00275,0.00551,-0.00561,0.01696,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10775,0.10679,0.04196,
3.39600,0.58620,-0.12750,-0.46978,4.72640,0.58353,-0.13294,-0.46365,4.71239,0.01160,0.06001,-0.25985,-1.47496,0.00272,0.00554,-0.00613,0.01401,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10784,0.10698,0.04196,
3.39800,0.58622,-0.12738,-0.47032,4.72345,0.58358,-0.13284,-0.46365,4.71239,0.01147,0.05994,-0.26758,-1.47496,0.00269,0.00556,-0.00667,0.01106,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10793,0.10718,0.04196,
3.40000,0.58625,-0.12726,-0.47087,4.72050,0.58363,-0.13274,-0.46365,4.71239,0.01136,0.05990,-0.27484,-1.47496,0.00267,0.00558,-0.00722,0.00811,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10802,0.10738,0.04196,
3.40200,0.58627,-0.12714,-0.47143,4.71755,0.58368,-0.13264,-0.46365,4.71239,0.01128,0.05986,-0.28169,-1.47496,0.00264,0.00560,-0.00778,0.00516,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10812,0.10758,0.04196,
3.40400,0.58629,-0.12702,-0.47201,4.71460,0.58373,-0.13255,-0.46365,4.71239,0.01122,0.05985,-0.28818,-1.47496,0.00261,0.00562,-0.00836,0.00221,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10821,0.10779,0.04196,
3.40600,0.58631,-0.12690,-0.47260,4.71165,0.58378,-0.13245,-0.46365,4.71239,0.01117,0.05984,-0.29437,-1.47496,0.00259,0.00564,-0.00895,-0.00074,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10830,0.10800,0.04196,
3.40800,0.58634,-0.12678,-0.47320,4.70870,0.58383,-0.13235,-0.46365,4.71239,0.01114,0.05985,-0.30029,-1.47496,0.00256,0.00566,-0.00955,-0.00369,17.99904,5.39971,-1.47496,21.17194,-0.00000,0.00000,-3.17291,5.39971,-1.47496,0.00000,1.00000,-0.00000,0.04309,-0.10839,0.10822,0.04196,
3.41000,0.58636,-0.12666,-0.47381,4.70575,0.58387,-0.13225,-0.46365,4.71239,0.01112,0.05987,-0.30599,-1.47496,0.00253,0.00568,-0.01016,-0.00664,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.10848,0.10844,0.04919,
3.41200,0.58638,-0.12654,-0.47443,4.70254,0.58392,-0.13215,-0.46365,4.71239,0.01111,0.05988,-0.31135,-1.60424,0.00251,0.00571,-0.01078,-0.00985,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11717,0.11289,0.04919,
3.41400,0.58640,-0.12642,-0.47506,4.69933,0.58397,-0.13205,-0.46365,4.71239,0.01111,0.05989,-0.31658,-1.60424,0.00248,0.00573,-0.01142,-0.01306,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11727,0.11314,0.04919,
3.41600,0.58643,-0.12630,-0.47571,4.69612,0.58402,-0.13196,-0.46365,4.71239,0.01112,0.05992,-0.32171,-1.60424,0.00245,0.00575,-0.01206,-0.01627,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11737,0.11339,0.04919,
3.41800,0.58645,-0.12618,-0.47636,4.69291,0.58407,-0.13186,-0.46365,4.71239,0.01113,0.05996,-0.32674,-1.60424,0.00243,0.00577,-0.01271,-0.01947,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11748,0.11364,0.04919,
3.42000,0.58647,-0.12606,-0.47702,4.68971,0.58412,-0.13176,-0.46365,4.71239,0.01115,0.06001,-0.33171,-1.60424,0.00240,0.00579,-0.01338,-0.02268,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11758,0.11389,0.04919,
3.42200,0.58649,-0.12594,-0.47770,4.68650,0.58417,-0.13166,-0.46365,4.71239,0.01118,0.06008,-0.33663,-1.60424,0.00237,0.00581,-0.01405,-0.02589,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11768,0.11415,0.04919,
3.42400,0.58651,-0.12582,-0.47838,4.68329,0.58422,-0.13156,-0.46365,4.71239,0.01122,0.06015,-0.34151,-1.60424,0.00234,0.00584,-0.01473,-0.02910,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11778,0.11441,0.04919,
3.42600,0.58654,-0.12570,-0.47907,4.68008,0.58427,-0.13146,-0.46365,4.71239,0.01126,0.06024,-0.34636,-1.60424,0.00232,0.00586,-0.01543,-0.03231,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11788,0.11468,0.04919,
3.42800,0.58656,-0.12558,-0.47978,4.67687,0.58432,-0.13136,-0.46365,4.71239,0.01130,0.06034,-0.35121,-1.60424,0.00229,0.00588,-0.01613,-0.03552,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11799,0.11495,0.04919,
3.43000,0.58658,-0.12546,-0.48049,4.67366,0.58437,-0.13127,-0.46365,4.71239,0.01136,0.06045,-0.35606,-1.60424,0.00227,0.00590,-0.01684,-0.03873,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11809,0.11522,0.04919,
3.43200,0.58661,-0.12534,-0.48121,4.67046,0.58442,-0.13117,-0.46365,4.71239,0.01141,0.06057,-0.36091,-1.60424,0.00224,0.00593,-0.01756,-0.04193,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11819,0.11550,0.04919,
3.43400,0.58663,-0.12522,-0.48194,4.66725,0.58447,-0.13107,-0.46365,4.71239,0.01147,0.06071,-0.36579,-1.60424,0.00221,0.00595,-0.01829,-0.04514,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11829,0.11578,0.04919,
3.43600,0.58665,-0.12510,-0.48268,4.66404,0.58451,-0.13097,-0.46365,4.71239,0.01153,0.06085,-0.37069,-1.60424,0.00219,0.00597,-0.01903,-0.04835,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11840,0.11607,0.04919,
3.43800,0.58667,-0.12498,-0.48343,4.66083,0.58456,-0.13087,-0.46365,4.71239,0.01160,0.06101,-0.37563,-1.60424,0.00216,0.00600,-0.01979,-0.05156,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11850,0.11636,0.04919,
3.44000,0.58670,-0.12485,-0.48419,4.65762,0.58461,-0.13077,-0.46365,4.71239,0.01167,0.06118,-0.38061,-1.60424,0.00213,0.00602,-0.02055,-0.05477,17.93511,5.38053,-1.60424,21.17194,-0.00000,0.00000,-3.23683,5.38053,-1.60424,0.00000,1.00000,0.00000,0.05027,-0.11860,0.11665,0.04919,
3.44200,0.58672,-0.12473,-0.48497,4.65441,0.58466,-0.13068,-0.46365,4.71239,0.01175,0.06136,-0.38564,-1.60424,0.00211,0.00604,-0.02132,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,-0.11871,0.11695,0.02953,
3.44400,0.58675,-0.12461,-0.48566,4.65441,0.58471,-0.13058,-0.46365,4.71239,0.01491,0.06080,-0.34703,0.00000,0.00209,0.00607,-0.02201,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02429,0.04460,0.02953,
3.44600,0.58679,-0.12449,-0.48628,4.65441,0.58476,-0.13048,-0.46365,4.71239,0.01759,0.06022,-0.31215,0.00000,0.00208,0.00609,-0.02264,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02432,0.04458,0.02953,
3.44800,0.58683,-0.12437,-0.48685,4.65441,0.58481,-0.13038,-0.46365,4.71239,0.01986,0.05965,-0.28076,0.00000,0.00207,0.00611,-0.02320,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02434,0.04457,0.02953,
3.45000,0.58687,-0.12425,-0.48735,4.65441,0.58486,-0.13028,-0.46365,4.71239,0.02177,0.05911,-0.25259,0.00000,0.00206,0.00613,-0.02370,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02437,0.04456,0.02953,
3.45200,0.58692,-0.12413,-0.48781,4.65441,0.58491,-0.13018,-0.46365,4.71239,0.02339,0.05861,-0.22736,0.00000,0.00206,0.00615,-0.02416,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02439,0.04455,0.02953,
3.45400,0.58697,-0.12402,-0.48822,4.65441,0.58496,-0.13009,-0.46365,4.71239,0.02475,0.05814,-0.20481,0.00000,0.00206,0.00617,-0.02457,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02440,0.04454,0.02953,
3.45600,0.58702,-0.12390,-0.48858,4.65441,0.58501,-0.12999,-0.46365,4.71239,0.02590,0.05772,-0.18468,0.00000,0.00206,0.00618,-0.02494,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02442,0.04453,0.02953,
3.45800,0.58707,-0.12379,-0.48892,4.65441,0.58506,-0.12989,-0.46365,4.71239,0.02686,0.05733,-0.16673,0.00000,0.00207,0.00620,-0.02527,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02444,0.04452,0.02953,
3.46000,0.58713,-0.12367,-0.48922,4.65441,0.58510,-0.12979,-0.46365,4.71239,0.02768,0.05699,-0.15072,0.00000,0.00207,0.00622,-0.02557,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02445,0.04451,0.02953,
3.46200,0.58718,-0.12356,-0.48949,4.65441,0.58515,-0.12969,-0.46365,4.71239,0.02836,0.05668,-0.13647,0.00000,0.00208,0.00623,-0.02585,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02446,0.04450,0.02953,
3.46400,0.58724,-0.12345,-0.48974,4.65441,0.58520,-0.12959,-0.46365,4.71239,0.02893,0.05640,-0.12379,0.00000,0.00209,0.00624,-0.02609,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02447,0.04450,0.02953,
3.46600,0.58730,-0.12334,-0.48997,4.65441,0.58525,-0.12950,-0.46365,4.71239,0.02942,0.05616,-0.11250,0.00000,0.00210,0.00626,-0.02632,-0.05798,19.47702,-0.77810,0.00000,21.17194,-0.00000,0.00000,-1.69492,-0.77810,0.00000,1.00000,-0.00000,-0.00000,0.03053,0.02448,0.04449,0.02953,
